Year,Org_Type,ONS_Code,Org_Code,Org_Name,Classification,Metric_Primary,Value
2014/15,LocalAuthority,E10000023,218,North Yorkshire County Council                                                                      ,FCE_PrimarySecondary_Obesity_Bariatric,Male,13
2014/15,LocalAuthority,E08000018,206,Rotherham Metropolitan Borough Council                                                              ,FCE_PrimarySecondary_Obesity_Bariatric,Male,*
2014/15,LocalAuthority,E08000019,207,Sheffield City Council                                                                              ,FCE_PrimarySecondary_Obesity_Bariatric,Male,16
2014/15,LocalAuthority,E08000036,213,Wakefield Council                                                                                   ,FCE_PrimarySecondary_Obesity_Bariatric,Male,7
2014/15,LocalAuthority,E06000014,219,York City Council                                                                                   ,FCE_PrimarySecondary_Obesity_Bariatric,Male,0
2014/15,Region,E12000004,E,East Midlands,FCE_PrimarySecondary_Obesity_Bariatric,Male,60
2014/15,LocalAuthority,E06000015,507,Derby City Council (Unitary)                                                                        ,FCE_PrimarySecondary_Obesity_Bariatric,Male,*
2014/15,LocalAuthority,E10000007,506,Derbyshire County Council                                                                           ,FCE_PrimarySecondary_Obesity_Bariatric,Male,10
2014/15,LocalAuthority,E06000016,509,Leicester City Council (Unitary)                                                                    ,FCE_PrimarySecondary_Obesity_Bariatric,Male,*
2014/15,LocalAuthority,E10000018,508,Leicestershire County Council                                                                       ,FCE_PrimarySecondary_Obesity_Bariatric,Male,6
2014/15,LocalAuthority,E10000019,503,Lincolnshire County Council                                                                         ,FCE_PrimarySecondary_Obesity_Bariatric,Male,18
2014/15,LocalAuthority,E10000021,504,Northamptonshire County Council                                                                     ,FCE_PrimarySecondary_Obesity_Bariatric,Male,6
2014/15,LocalAuthority,E06000018,512,Nottingham City Council (Unitary)                                                                   ,FCE_PrimarySecondary_Obesity_Bariatric,Male,*
2014/15,LocalAuthority,E10000024,511,Nottinghamshire County Council                                                                      ,FCE_PrimarySecondary_Obesity_Bariatric,Male,14
2014/15,LocalAuthority,E06000017,510,Rutland County Council                                                                              ,FCE_PrimarySecondary_Obesity_Bariatric,Male,0
2014/15,Region,E12000005,F,West Midlands,FCE_PrimarySecondary_Obesity_Bariatric,Male,158
2014/15,LocalAuthority,E08000025,406,Birmingham City Council                                                                             ,FCE_PrimarySecondary_Obesity_Bariatric,Male,21
2014/15,LocalAuthority,E08000026,407,Coventry City Council                                                                               ,FCE_PrimarySecondary_Obesity_Bariatric,Male,*
2014/15,LocalAuthority,E08000027,408,Dudley Metropolitan Borough Council                                                                 ,FCE_PrimarySecondary_Obesity_Bariatric,Male,9
2014/15,LocalAuthority,E06000019,415,Herefordshire Council                                                                               ,FCE_PrimarySecondary_Obesity_Bariatric,Male,*
2014/15,LocalAuthority,E08000028,409,Sandwell Metropolitan Borough Council,FCE_PrimarySecondary_Obesity_Bariatric,Male,11
2014/15,LocalAuthority,E06000051,417,Shropshire Council                                                                                  ,FCE_PrimarySecondary_Obesity_Bariatric,Male,13
2014/15,LocalAuthority,E08000029,410,Solihull Metropolitan Borough Council                                                               ,FCE_PrimarySecondary_Obesity_Bariatric,Male,*
2014/15,LocalAuthority,E10000028,413,Staffordshire County Council                                                                        ,FCE_PrimarySecondary_Obesity_Bariatric,Male,20
2014/15,LocalAuthority,E06000021,414,Stoke-on-Trent City Council (Unitary)                                                               ,FCE_PrimarySecondary_Obesity_Bariatric,Male,27
2014/15,LocalAuthority,E06000020,418,Telford and Wrekin Council (Unitary)                                                                ,FCE_PrimarySecondary_Obesity_Bariatric,Male,15
2014/15,LocalAuthority,E08000030,411,Walsall Metropolitan Borough Council                                                                ,FCE_PrimarySecondary_Obesity_Bariatric,Male,7
2014/15,LocalAuthority,E10000031,404,Warwickshire County Council                                                                         ,FCE_PrimarySecondary_Obesity_Bariatric,Male,9
2014/15,LocalAuthority,E08000031,412,Wolverhampton City Council                                                                          ,FCE_PrimarySecondary_Obesity_Bariatric,Male,7
2014/15,LocalAuthority,E10000034,416,Worcestershire County Council                                                                       ,FCE_PrimarySecondary_Obesity_Bariatric,Male,10
2014/15,Region,E12000006,G,East of England,FCE_PrimarySecondary_Obesity_Bariatric,Male,91
2014/15,LocalAuthority,E06000055,625,Bedford Borough Council                                                                             ,FCE_PrimarySecondary_Obesity_Bariatric,Male,*
2014/15,LocalAuthority,E10000003,623,Cambridgeshire County Council                                                                       ,FCE_PrimarySecondary_Obesity_Bariatric,Male,7
2014/15,LocalAuthority,E06000056,626,Central Bedfordshire Council                                                                        ,FCE_PrimarySecondary_Obesity_Bariatric,Male,8
2014/15,LocalAuthority,E10000012,620,Essex County Council                                                                                ,FCE_PrimarySecondary_Obesity_Bariatric,Male,19
2014/15,LocalAuthority,E10000015,606,Hertfordshire County Council                                                                        ,FCE_PrimarySecondary_Obesity_Bariatric,Male,22
2014/15,LocalAuthority,E06000032,611,Luton Borough Council (Unitary)                                                                     ,FCE_PrimarySecondary_Obesity_Bariatric,Male,*
2014/15,LocalAuthority,E10000020,607,Norfolk County Council                                                                              ,FCE_PrimarySecondary_Obesity_Bariatric,Male,6
2014/15,LocalAuthority,E06000031,624,Peterborough City Council (Unitary)                                                                 ,FCE_PrimarySecondary_Obesity_Bariatric,Male,*
2014/15,LocalAuthority,E06000033,621,Southend-on-Sea Borough Council (Unitary)                                                           ,FCE_PrimarySecondary_Obesity_Bariatric,Male,8
2014/15,LocalAuthority,E10000029,609,Suffolk County Council                                                                              ,FCE_PrimarySecondary_Obesity_Bariatric,Male,*
2014/15,LocalAuthority,E06000034,622,Thurrock Council (Unitary)                                                                          ,FCE_PrimarySecondary_Obesity_Bariatric,Male,9
2014/15,Region,E12000007,H,London,FCE_PrimarySecondary_Obesity_Bariatric,Male,322
2014/15,LocalAuthority,E09000001,714,Corporation of the City of London                                                                   ,FCE_PrimarySecondary_Obesity_Bariatric,Male,0
2014/15,LocalAuthority,E09000002,716,London Borough of Barking and Dagenham                                                              ,FCE_PrimarySecondary_Obesity_Bariatric,Male,8
2014/15,LocalAuthority,E09000003,717,London Borough of Barnet                                                                            ,FCE_PrimarySecondary_Obesity_Bariatric,Male,23
2014/15,LocalAuthority,E09000004,718,London Borough of Bexley                                                                            ,FCE_PrimarySecondary_Obesity_Bariatric,Male,14
2014/15,LocalAuthority,E09000005,719,London Borough of Brent                                                                             ,FCE_PrimarySecondary_Obesity_Bariatric,Male,18
2014/15,LocalAuthority,E09000006,720,London Borough of Bromley                                                                           ,FCE_PrimarySecondary_Obesity_Bariatric,Male,18
2014/15,LocalAuthority,E09000007,702,London Borough of Camden                                                                            ,FCE_PrimarySecondary_Obesity_Bariatric,Male,8
2014/15,LocalAuthority,E09000008,721,London Borough of Croydon                                                                           ,FCE_PrimarySecondary_Obesity_Bariatric,Male,6
2014/15,LocalAuthority,E09000009,722,London Borough of Ealing                                                                            ,FCE_PrimarySecondary_Obesity_Bariatric,Male,11
2014/15,LocalAuthority,E09000010,723,London Borough of Enfield                                                                           ,FCE_PrimarySecondary_Obesity_Bariatric,Male,11
2014/15,LocalAuthority,E09000011,703,London Borough of Greenwich                                                                         ,FCE_PrimarySecondary_Obesity_Bariatric,Male,13
2014/15,LocalAuthority,E09000012,704,London Borough of Hackney                                                                           ,FCE_PrimarySecondary_Obesity_Bariatric,Male,12
2014/15,LocalAuthority,E09000013,705,London Borough of Hammersmith and Fulham                                                            ,FCE_PrimarySecondary_Obesity_Bariatric,Male,13
2014/15,LocalAuthority,E09000014,724,London Borough of Haringey                                                                          ,FCE_PrimarySecondary_Obesity_Bariatric,Male,*
2014/15,LocalAuthority,E09000015,725,London Borough of Harrow                                                                            ,FCE_PrimarySecondary_Obesity_Bariatric,Male,11
2014/15,LocalAuthority,E09000016,726,London Borough of Havering                                                                          ,FCE_PrimarySecondary_Obesity_Bariatric,Male,7
2014/15,LocalAuthority,E09000017,727,London Borough of Hillingdon                                                                        ,FCE_PrimarySecondary_Obesity_Bariatric,Male,21
2014/15,LocalAuthority,E09000018,728,London Borough of Hounslow                                                                          ,FCE_PrimarySecondary_Obesity_Bariatric,Male,15
2014/15,LocalAuthority,E09000019,706,London Borough of Islington                                                                         ,FCE_PrimarySecondary_Obesity_Bariatric,Male,*
2014/15,LocalAuthority,E09000022,708,London Borough of Lambeth Council                                                                   ,FCE_PrimarySecondary_Obesity_Bariatric,Male,11
2014/15,LocalAuthority,E09000023,709,London Borough of Lewisham Council                                                                  ,FCE_PrimarySecondary_Obesity_Bariatric,Male,13
2014/15,LocalAuthority,E09000024,730,London Borough of Merton Council                                                                    ,FCE_PrimarySecondary_Obesity_Bariatric,Male,8
2014/15,LocalAuthority,E09000025,731,London Borough of Newham Council                                                                    ,FCE_PrimarySecondary_Obesity_Bariatric,Male,*
2014/15,LocalAuthority,E09000026,732,London Borough of Redbridge Council                                                                 ,FCE_PrimarySecondary_Obesity_Bariatric,Male,7
2014/15,LocalAuthority,E09000027,733,London Borough of Richmond upon Thames Council                                                      ,FCE_PrimarySecondary_Obesity_Bariatric,Male,6
2014/15,LocalAuthority,E09000028,710,London Borough of Southwark Council                                                                 ,FCE_PrimarySecondary_Obesity_Bariatric,Male,14
2014/15,LocalAuthority,E09000029,734,London Borough of Sutton Council                                                                    ,FCE_PrimarySecondary_Obesity_Bariatric,Male,6
2014/15,LocalAuthority,E09000030,711,London Borough of Tower Hamlets Council                                                             ,FCE_PrimarySecondary_Obesity_Bariatric,Male,6
2014/15,LocalAuthority,E09000031,735,London Borough of Waltham Forest Council                                                            ,FCE_PrimarySecondary_Obesity_Bariatric,Male,*
2014/15,LocalAuthority,E09000032,712,London Borough of Wandsworth                                                                        ,FCE_PrimarySecondary_Obesity_Bariatric,Male,8
2014/15,LocalAuthority,E09000020,707,Royal Borough of Kensington and Chelsea                                                             ,FCE_PrimarySecondary_Obesity_Bariatric,Male,6
2014/15,LocalAuthority,E09000021,729,Royal Borough of Kingston-upon-Thames Council                                                       ,FCE_PrimarySecondary_Obesity_Bariatric,Male,*
2014/15,LocalAuthority,E09000033,713,Westminster City Council                                                                            ,FCE_PrimarySecondary_Obesity_Bariatric,Male,12
2014/15,Region,E12000008,J,South East,FCE_PrimarySecondary_Obesity_Bariatric,Male,224
2014/15,LocalAuthority,E06000036,614,Bracknell Forest Borough Council (Unitary)                                                          ,FCE_PrimarySecondary_Obesity_Bariatric,Male,*
2014/15,LocalAuthority,E06000043,816,Brighton & Hove City Council (Unitary),FCE_PrimarySecondary_Obesity_Bariatric,Male,7
2014/15,LocalAuthority,E10000002,612,Buckinghamshire County Council                                                                      ,FCE_PrimarySecondary_Obesity_Bariatric,Male,*
2014/15,LocalAuthority,E10000011,815,East Sussex County Council                                                                          ,FCE_PrimarySecondary_Obesity_Bariatric,Male,10
2014/15,LocalAuthority,E10000014,812,Hampshire County Council                                                                            ,FCE_PrimarySecondary_Obesity_Bariatric,Male,34
2014/15,LocalAuthority,E06000046,803,Isle of Wight Council                                                                               ,FCE_PrimarySecondary_Obesity_Bariatric,Male,*
2014/15,LocalAuthority,E10000016,820,Kent County Council                                                                                 ,FCE_PrimarySecondary_Obesity_Bariatric,Male,46
2014/15,LocalAuthority,E06000035,821,Medway Council (Unitary)                                                                            ,FCE_PrimarySecondary_Obesity_Bariatric,Male,17
2014/15,LocalAuthority,E06000042,613,Milton Keynes Council (Unitary)                                                                     ,FCE_PrimarySecondary_Obesity_Bariatric,Male,*
2014/15,LocalAuthority,E10000025,608,Oxfordshire County Council                                                                          ,FCE_PrimarySecondary_Obesity_Bariatric,Male,9
2014/15,LocalAuthority,E06000044,813,Portsmouth City Council (Unitary)                                                                   ,FCE_PrimarySecondary_Obesity_Bariatric,Male,10
2014/15,LocalAuthority,E06000038,616,Reading Borough Council (Unitary)                                                                   ,FCE_PrimarySecondary_Obesity_Bariatric,Male,*
2014/15,LocalAuthority,E06000040,618,Royal Borough of Windsor & Maidenhead (Unitary)                                                     ,FCE_PrimarySecondary_Obesity_Bariatric,Male,*
2014/15,LocalAuthority,E06000039,617,Slough Borough Council (Unitary)                                                                    ,FCE_PrimarySecondary_Obesity_Bariatric,Male,*
2014/15,LocalAuthority,E06000045,814,Southampton City Council (Unitary)                                                                  ,FCE_PrimarySecondary_Obesity_Bariatric,Male,16
2014/15,LocalAuthority,E10000030,805,Surrey County Council                                                                               ,FCE_PrimarySecondary_Obesity_Bariatric,Male,33
2014/15,LocalAuthority,E06000037,615,West Berkshire District Council (Unitary)                                                           ,FCE_PrimarySecondary_Obesity_Bariatric,Male,*
2014/15,LocalAuthority,E10000032,807,West Sussex County Council                                                                          ,FCE_PrimarySecondary_Obesity_Bariatric,Male,23
2014/15,LocalAuthority,E06000041,619,Wokingham Borough Council (Unitary)                                                                 ,FCE_PrimarySecondary_Obesity_Bariatric,Male,0
2014/15,Region,E12000009,K,South West,FCE_PrimarySecondary_Obesity_Bariatric,Male,94
2014/15,LocalAuthority,E06000022,908,Bath and North East Somerset Council (Unitary)                                                      ,FCE_PrimarySecondary_Obesity_Bariatric,Male,*
2014/15,LocalAuthority,E06000029,811,Borough of Poole Council (Unitary)                                                                  ,FCE_PrimarySecondary_Obesity_Bariatric,Male,*
2014/15,LocalAuthority,E06000028,810,Bournemouth Borough Council (Unitary)                                                               ,FCE_PrimarySecondary_Obesity_Bariatric,Male,*
2014/15,LocalAuthority,E06000023,909,Bristol City Council                                                                                ,FCE_PrimarySecondary_Obesity_Bariatric,Male,7
2014/15,LocalAuthority,E06000052,902,Cornwall Council                                                                                    ,FCE_PrimarySecondary_Obesity_Bariatric,Male,22
2014/15,LocalAuthority,E10000008,912,Devon County Council                                                                                ,FCE_PrimarySecondary_Obesity_Bariatric,Male,20
2014/15,LocalAuthority,E10000009,809,Dorset County Council                                                                               ,FCE_PrimarySecondary_Obesity_Bariatric,Male,*
2014/15,LocalAuthority,E10000013,904,Gloucestershire County Council                                                                      ,FCE_PrimarySecondary_Obesity_Bariatric,Male,*
2014/15,LocalAuthority,E06000024,910,North Somerset District Council                                                                     ,FCE_PrimarySecondary_Obesity_Bariatric,Male,0
2014/15,LocalAuthority,E06000026,913,Plymouth City Council (Unitary)                                                                     ,FCE_PrimarySecondary_Obesity_Bariatric,Male,8
2014/15,LocalAuthority,E10000027,905,Somerset County Council                                                                             ,FCE_PrimarySecondary_Obesity_Bariatric,Male,10
2014/15,LocalAuthority,E06000025,911,South Gloucestershire Council (Unitary)                                                             ,FCE_PrimarySecondary_Obesity_Bariatric,Male,*
2014/15,LocalAuthority,E06000030,819,Swindon Borough Council (Unitary)                                                                   ,FCE_PrimarySecondary_Obesity_Bariatric,Male,7
2014/15,LocalAuthority,E06000053,906,The Council of the Isles of Scilly (Unitary)                                                        ,FCE_PrimarySecondary_Obesity_Bariatric,Male,0
2014/15,LocalAuthority,E06000027,914,Torbay Council (Unitary)                                                                            ,FCE_PrimarySecondary_Obesity_Bariatric,Male,*
2014/15,LocalAuthority,E06000054,817,Wiltshire Council                                                                                   ,FCE_PrimarySecondary_Obesity_Bariatric,Male,*
2014/15,National,E92000001,,England,FCE_PrimarySecondary_Obesity_Bariatric,Female,4588
2014/15,National,U,U,Unknown,FCE_PrimarySecondary_Obesity_Bariatric,Female,0
2014/15,Region,E12000001,A,North East,FCE_PrimarySecondary_Obesity_Bariatric,Female,824
2014/15,LocalAuthority,E06000005,117,Darlington Borough Council (Unitary)                                                                ,FCE_PrimarySecondary_Obesity_Bariatric,Female,35
2014/15,LocalAuthority,E06000047,116,Durham County Council                                                                               ,FCE_PrimarySecondary_Obesity_Bariatric,Female,223
2014/15,LocalAuthority,E08000037,106,Gateshead Metropolitan Borough Council                                                              ,FCE_PrimarySecondary_Obesity_Bariatric,Female,47
2014/15,LocalAuthority,E06000001,111,Hartlepool Borough Council (Unitary)                                                                ,FCE_PrimarySecondary_Obesity_Bariatric,Female,39
2014/15,LocalAuthority,E06000002,112,Middlesbrough Council (Unitary)                                                                     ,FCE_PrimarySecondary_Obesity_Bariatric,Female,65
2014/15,LocalAuthority,E08000021,107,Newcastle-upon-Tyne City Council                                                          ,FCE_PrimarySecondary_Obesity_Bariatric,Female,*
2014/15,LocalAuthority,E08000022,108,North Tyneside Council                                                                              ,FCE_PrimarySecondary_Obesity_Bariatric,Female,*
2014/15,LocalAuthority,E06000057,104,Northumberland County Council                                                                       ,FCE_PrimarySecondary_Obesity_Bariatric,Female,24
2014/15,LocalAuthority,E06000003,113,Redcar & Cleveland Borough Council                                                                  ,FCE_PrimarySecondary_Obesity_Bariatric,Female,57
2014/15,LocalAuthority,E08000023,109,South Tyneside Metropolitan Borough Council                                                         ,FCE_PrimarySecondary_Obesity_Bariatric,Female,60
2014/15,LocalAuthority,E06000004,114,Stockton-on-Tees Borough Council (Unitary)                                                          ,FCE_PrimarySecondary_Obesity_Bariatric,Female,78
2014/15,LocalAuthority,E08000024,110,Sunderland City Council                                                                             ,FCE_PrimarySecondary_Obesity_Bariatric,Female,137
2014/15,Region,E12000002,B,North West,FCE_PrimarySecondary_Obesity_Bariatric,Female,370
2014/15,LocalAuthority,E06000008,324,Blackburn with Darwen Borough Council (Unitary)                                                     ,FCE_PrimarySecondary_Obesity_Bariatric,Female,*
2014/15,LocalAuthority,E06000009,325,Blackpool Borough Council (Unitary)                                                                 ,FCE_PrimarySecondary_Obesity_Bariatric,Female,*
2014/15,LocalAuthority,E08000001,304,Bolton Metropolitan Borough Council                                                                 ,FCE_PrimarySecondary_Obesity_Bariatric,Female,11
2014/15,LocalAuthority,E08000002,305,Bury Metropolitan Borough Council                                                                   ,FCE_PrimarySecondary_Obesity_Bariatric,Female,*
2014/15,LocalAuthority,E06000049,326,Cheshire East Council                                                                               ,FCE_PrimarySecondary_Obesity_Bariatric,Female,11
2014/15,LocalAuthority,E06000050,327,Cheshire West and Chester Council,FCE_PrimarySecondary_Obesity_Bariatric,Female,39
2014/15,LocalAuthority,E10000006,102,Cumbria County Council                                                                              ,FCE_PrimarySecondary_Obesity_Bariatric,Female,21
2014/15,LocalAuthority,E06000006,321,Halton Borough Council (Unitary)                                                                    ,FCE_PrimarySecondary_Obesity_Bariatric,Female,*
2014/15,LocalAuthority,E08000011,315,Knowsley Metropolitan Borough Council                                                               ,FCE_PrimarySecondary_Obesity_Bariatric,Female,14
2014/15,LocalAuthority,E10000017,323,Lancashire County Council                                                                           ,FCE_PrimarySecondary_Obesity_Bariatric,Female,46
2014/15,LocalAuthority,E08000012,316,Liverpool City Council                                                                              ,FCE_PrimarySecondary_Obesity_Bariatric,Female,51
2014/15,LocalAuthority,E08000003,306,Manchester City Council                                                                             ,FCE_PrimarySecondary_Obesity_Bariatric,Female,15
2014/15,LocalAuthority,E08000004,307,Oldham Metropolitian Borough Council                                                                ,FCE_PrimarySecondary_Obesity_Bariatric,Female,*
2014/15,LocalAuthority,E08000005,308,Rochdale Metropolitan Borough Council                                                               ,FCE_PrimarySecondary_Obesity_Bariatric,Female,20
2014/15,LocalAuthority,E08000006,309,Salford City Council                                                                                ,FCE_PrimarySecondary_Obesity_Bariatric,Female,*
2014/15,LocalAuthority,E08000014,317,Sefton Council                                                                                      ,FCE_PrimarySecondary_Obesity_Bariatric,Female,26
2014/15,LocalAuthority,E08000013,318,St Helens Metropolitan Borough Council                                                              ,FCE_PrimarySecondary_Obesity_Bariatric,Female,11
2014/15,LocalAuthority,E08000007,310,Stockport Metropolitan Borough Council                                                              ,FCE_PrimarySecondary_Obesity_Bariatric,Female,*
2014/15,LocalAuthority,E08000008,311,Tameside Metropolitan Borough Council                                                               ,FCE_PrimarySecondary_Obesity_Bariatric,Female,*
2014/15,LocalAuthority,E08000009,312,Trafford Metropolitan Borough Council                                                               ,FCE_PrimarySecondary_Obesity_Bariatric,Female,*
2014/15,LocalAuthority,E06000007,322,Warrington Borough Council (Unitary)                                                                ,FCE_PrimarySecondary_Obesity_Bariatric,Female,*
2014/15,LocalAuthority,E08000010,313,Wigan Metropolitan Borough Council                                                                  ,FCE_PrimarySecondary_Obesity_Bariatric,Female,22
2014/15,LocalAuthority,E08000015,319,Wirral Metropolitan Borough Council                                                                 ,FCE_PrimarySecondary_Obesity_Bariatric,Female,*
2014/15,Region,E12000003,D,Yorkshire and the Humber,FCE_PrimarySecondary_Obesity_Bariatric,Female,305
2014/15,LocalAuthority,E08000016,204,Barnsley Metropolitan Borough Council                                                               ,FCE_PrimarySecondary_Obesity_Bariatric,Female,18
2014/15,LocalAuthority,E08000033,210,Calderdale Metropolitan Borough Council                                                             ,FCE_PrimarySecondary_Obesity_Bariatric,Female,8
2014/15,LocalAuthority,E08000032,209,City of Bradford Metropolitan District Council                                                      ,FCE_PrimarySecondary_Obesity_Bariatric,Female,27
2014/15,LocalAuthority,E08000017,205,Doncaster Council                                                                                   ,FCE_PrimarySecondary_Obesity_Bariatric,Female,29
2014/15,LocalAuthority,E06000011,214,East Riding of Yorkshire Council (Unitary)                                                          ,FCE_PrimarySecondary_Obesity_Bariatric,Female,14
2014/15,LocalAuthority,E06000010,215,Kingston-upon-Hull City Council (Unitary)                                                           ,FCE_PrimarySecondary_Obesity_Bariatric,Female,14
2014/15,LocalAuthority,E08000034,211,Kirklees Council                                                                                    ,FCE_PrimarySecondary_Obesity_Bariatric,Female,18
2014/15,LocalAuthority,E08000035,212,Leeds City Council                                                                                  ,FCE_PrimarySecondary_Obesity_Bariatric,Female,36
2014/15,LocalAuthority,E06000012,216,North East Lincolnshire Council (Unitary)                                                           ,FCE_PrimarySecondary_Obesity_Bariatric,Female,*
2014/15,LocalAuthority,E06000013,217,North Lincolnshire Council (Unitary)                                                                ,FCE_PrimarySecondary_Obesity_Bariatric,Female,*
2014/15,LocalAuthority,E10000023,218,North Yorkshire County Council                                                                      ,FCE_PrimarySecondary_Obesity_Bariatric,Female,52
2014/15,LocalAuthority,E08000018,206,Rotherham Metropolitan Borough Council                                                              ,FCE_PrimarySecondary_Obesity_Bariatric,Female,*
2014/15,LocalAuthority,E08000019,207,Sheffield City Council                                                                              ,FCE_PrimarySecondary_Obesity_Bariatric,Female,29
2014/15,LocalAuthority,E08000036,213,Wakefield Council                                                                                   ,FCE_PrimarySecondary_Obesity_Bariatric,Female,30
2014/15,LocalAuthority,E06000014,219,York City Council                                                                                   ,FCE_PrimarySecondary_Obesity_Bariatric,Female,9
2014/15,Region,E12000004,E,East Midlands,FCE_PrimarySecondary_Obesity_Bariatric,Female,156
2014/15,LocalAuthority,E06000015,507,Derby City Council (Unitary)                                                                        ,FCE_PrimarySecondary_Obesity_Bariatric,Female,*
2014/15,LocalAuthority,E10000007,506,Derbyshire County Council                                                                           ,FCE_PrimarySecondary_Obesity_Bariatric,Female,39
2014/15,LocalAuthority,E06000016,509,Leicester City Council (Unitary)                                                                    ,FCE_PrimarySecondary_Obesity_Bariatric,Female,*
2014/15,LocalAuthority,E10000018,508,Leicestershire County Council                                                                       ,FCE_PrimarySecondary_Obesity_Bariatric,Female,9
2014/15,LocalAuthority,E10000019,503,Lincolnshire County Council                                                                         ,FCE_PrimarySecondary_Obesity_Bariatric,Female,34
2014/15,LocalAuthority,E10000021,504,Northamptonshire County Council                                                                     ,FCE_PrimarySecondary_Obesity_Bariatric,Female,17
2014/15,LocalAuthority,E06000018,512,Nottingham City Council (Unitary)                                                                   ,FCE_PrimarySecondary_Obesity_Bariatric,Female,*
2014/15,LocalAuthority,E10000024,511,Nottinghamshire County Council                                                                      ,FCE_PrimarySecondary_Obesity_Bariatric,Female,32
2014/15,LocalAuthority,E06000017,510,Rutland County Council                                                                              ,FCE_PrimarySecondary_Obesity_Bariatric,Female,0
2014/15,Region,E12000005,F,West Midlands,FCE_PrimarySecondary_Obesity_Bariatric,Female,511
2014/15,LocalAuthority,E08000025,406,Birmingham City Council                                                                             ,FCE_PrimarySecondary_Obesity_Bariatric,Female,61
2014/15,LocalAuthority,E08000026,407,Coventry City Council                                                                               ,FCE_PrimarySecondary_Obesity_Bariatric,Female,*
2014/15,LocalAuthority,E08000027,408,Dudley Metropolitan Borough Council                                                                 ,FCE_PrimarySecondary_Obesity_Bariatric,Female,15
2014/15,LocalAuthority,E06000019,415,Herefordshire Council                                                                               ,FCE_PrimarySecondary_Obesity_Bariatric,Female,*
2014/15,LocalAuthority,E08000028,409,Sandwell Metropolitan Borough Council,FCE_PrimarySecondary_Obesity_Bariatric,Female,27
2014/15,LocalAuthority,E06000051,417,Shropshire Council                                                                                  ,FCE_PrimarySecondary_Obesity_Bariatric,Female,36
2014/15,LocalAuthority,E08000029,410,Solihull Metropolitan Borough Council                                                               ,FCE_PrimarySecondary_Obesity_Bariatric,Female,*
2014/15,LocalAuthority,E10000028,413,Staffordshire County Council                                                                        ,FCE_PrimarySecondary_Obesity_Bariatric,Female,68
2014/15,LocalAuthority,E06000021,414,Stoke-on-Trent City Council (Unitary)                                                               ,FCE_PrimarySecondary_Obesity_Bariatric,Female,86
2014/15,LocalAuthority,E06000020,418,Telford and Wrekin Council (Unitary)                                                                ,FCE_PrimarySecondary_Obesity_Bariatric,Female,65
2014/15,LocalAuthority,E08000030,411,Walsall Metropolitan Borough Council                                                                ,FCE_PrimarySecondary_Obesity_Bariatric,Female,19
2014/15,LocalAuthority,E10000031,404,Warwickshire County Council                                                                         ,FCE_PrimarySecondary_Obesity_Bariatric,Female,28
2014/15,LocalAuthority,E08000031,412,Wolverhampton City Council                                                                          ,FCE_PrimarySecondary_Obesity_Bariatric,Female,24
2014/15,LocalAuthority,E10000034,416,Worcestershire County Council                                                                       ,FCE_PrimarySecondary_Obesity_Bariatric,Female,44
2014/15,Region,E12000006,G,East of England,FCE_PrimarySecondary_Obesity_Bariatric,Female,226
2014/15,LocalAuthority,E06000055,625,Bedford Borough Council                                                                             ,FCE_PrimarySecondary_Obesity_Bariatric,Female,*
2014/15,LocalAuthority,E10000003,623,Cambridgeshire County Council                                                                       ,FCE_PrimarySecondary_Obesity_Bariatric,Female,20
2014/15,LocalAuthority,E06000056,626,Central Bedfordshire Council                                                                        ,FCE_PrimarySecondary_Obesity_Bariatric,Female,12
2014/15,LocalAuthority,E10000012,620,Essex County Council                                                                                ,FCE_PrimarySecondary_Obesity_Bariatric,Female,46
2014/15,LocalAuthority,E10000015,606,Hertfordshire County Council                                                                        ,FCE_PrimarySecondary_Obesity_Bariatric,Female,49
2014/15,LocalAuthority,E06000032,611,Luton Borough Council (Unitary)                                                                     ,FCE_PrimarySecondary_Obesity_Bariatric,Female,*
2014/15,LocalAuthority,E10000020,607,Norfolk County Council                                                                              ,FCE_PrimarySecondary_Obesity_Bariatric,Female,24
2014/15,LocalAuthority,E06000031,624,Peterborough City Council (Unitary)                                                                 ,FCE_PrimarySecondary_Obesity_Bariatric,Female,*
2014/15,LocalAuthority,E06000033,621,Southend-on-Sea Borough Council (Unitary)                                                           ,FCE_PrimarySecondary_Obesity_Bariatric,Female,15
2014/15,LocalAuthority,E10000029,609,Suffolk County Council                                                                              ,FCE_PrimarySecondary_Obesity_Bariatric,Female,*
2014/15,LocalAuthority,E06000034,622,Thurrock Council (Unitary)                                                                          ,FCE_PrimarySecondary_Obesity_Bariatric,Female,12
2014/15,Region,E12000007,H,London,FCE_PrimarySecondary_Obesity_Bariatric,Female,1055
2014/15,LocalAuthority,E09000001,714,Corporation of the City of London                                                                   ,FCE_PrimarySecondary_Obesity_Bariatric,Female,0
2014/15,LocalAuthority,E09000002,716,London Borough of Barking and Dagenham                                                              ,FCE_PrimarySecondary_Obesity_Bariatric,Female,23
2014/15,LocalAuthority,E09000003,717,London Borough of Barnet                                                                            ,FCE_PrimarySecondary_Obesity_Bariatric,Female,56
2014/15,LocalAuthority,E09000004,718,London Borough of Bexley                                                                            ,FCE_PrimarySecondary_Obesity_Bariatric,Female,41
2014/15,LocalAuthority,E09000005,719,London Borough of Brent                                                                             ,FCE_PrimarySecondary_Obesity_Bariatric,Female,47
